Creator,Creator ID,Creator in Sanity,Title,Year,Image URL,Filename,Caption
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","Yes","Yara, blau, und Omaru, weiß, Pflanzgefäße, 2024. Selbstbewässernd, verschiedene Größen.","2024","https://artaurea.de/wp-content/uploads/2025/08/Atelier-von-Ehren_Selbstbewaessernde-Blumentoepfe2.jpg","Atelier-von-Ehren_Selbstbewaessernde-Blumentoepfe2.jpg","Yara, blau, und Omaru, weiß, Pflanzgefäße, 2024. Selbstbewässernd, verschiedene Größen."
"Atelier von Ehren","c5d5d79c-2f80-4925-8de0-e53fde6553b7","Yes","Pflanztopf Soren, braun und weiß, 2024. Steinzeug, innen glasiert, 29,","2024","https://artaurea.de/wp-content/uploads/2025/08/Atelier-von-Ehren_Pflanztopf-1.jpg","Atelier-von-Ehren_Pflanztopf-1.jpg","Pflanztopf Soren, braun und weiß, 2024. Steinzeug, innen glasiert, 29,5 x 29,5 x 25,5 cm."
"Thomas Bohle","hEWOpVV05Nk2Wkv6vIt7TN","Yes","Schale. Steinzeug, doppelwandig gedreht. Ø 55cm. Photo Frigesch Lampelmaier","","https://artaurea.de/wp-content/uploads/2013/12/thomas-bohle-schale.jpg","thomas-bohle-schale.jpg","Schale. Steinzeug, doppelwandig gedreht. Ø 55cm. Photo Frigesch Lampelmaier"
"Thomas Bohle","hEWOpVV05Nk2Wkv6vIt7TN","Yes","Gefäß. Steinzeug, doppelwandig gedreht. Photo Frigesch Lampelmaier","","https://artaurea.de/wp-content/uploads/2013/12/thomas-bohle-doppelwandgefaess.jpg","thomas-bohle-doppelwandgefaess.jpg","Gefäß. Steinzeug, doppelwandig gedreht. Photo Frigesch Lampelmaier"
"Thomas Bohle","hEWOpVV05Nk2Wkv6vIt7TN","Yes","Gefäß. Steinzeug, doppelwandig gedreht. Ø 30cm, H 18cm. Photo Frigesch Lampelmaier","","https://artaurea.de/wp-content/uploads/2013/12/thomas-bohle-gefaess.jpg","thomas-bohle-gefaess.jpg","Gefäß. Steinzeug, doppelwandig gedreht. Ø 30cm, H 18cm. Photo Frigesch Lampelmaier"
"Patrizia Bonati","5Nnn2PqcEKG4dqRP9h4bQw","Yes","Ohrring r2. Gold, Emaille","","https://artaurea.de/wp-content/uploads/2015/05/2-patrizia-bonati-earring.jpg","2-patrizia-bonati-earring.jpg","Ohrring r2. Gold, Emaille"
"Patrizia Bonati","5Nnn2PqcEKG4dqRP9h4bQw","Yes","Brosche a3. Gold, Emaille","","https://artaurea.de/wp-content/uploads/2015/05/4-patrizia-bonati-brooche.jpg","4-patrizia-bonati-brooche.jpg","Brosche a3. Gold, Emaille"
"Patrizia Bonati","5Nnn2PqcEKG4dqRP9h4bQw","Yes","Brosche c1. Gold, Emaille","","https://artaurea.de/wp-content/uploads/2015/05/6patrizia-bonati-brooche.jpg","6patrizia-bonati-brooche.jpg","Brosche c1. Gold, Emaille"
"Bosna Quilt Werkstatt","hEWOpVV05Nk2Wkv6vIt7gR","Yes","","","https://artaurea.de/wp-content/uploads/2020/07/Bosna-Quilt.jpg","Bosna-Quilt.jpg",""
"Beate Brinkmann","hEWOpVV05Nk2Wkv6vIt91B","Yes","Ring. Perle","","https://artaurea.de/wp-content/uploads/2013/10/beate-brinkmann-perle.jpg","beate-brinkmann-perle.jpg","Ring. Perle"
"Beate Brinkmann","hEWOpVV05Nk2Wkv6vIt91B","Yes","Armreife","","https://artaurea.de/wp-content/uploads/2013/10/beate-brinkmann-armreifen.jpg","beate-brinkmann-armreifen.jpg","Armreife"
"Friedemann Bühler","","No","","","https://artaurea.de/wp-content/uploads/2013/10/friedemann-buehler-holzgefaess-07.jpg","friedemann-buehler-holzgefaess-07.jpg",""
"Friedemann Bühler","","No","","","https://artaurea.de/wp-content/uploads/2013/10/BühlerWL19.jpg","BühlerWL19.jpg",""
"burggrafburggraf","","No","Handtasche Meta MIRUM®, sattelbraun genarbt, gefertigt aus MIRUM®, Metalldetail aus Edelstahl.","","https://artaurea.de/wp-content/uploads/2019/03/burggrafburggraf-MirumEdition-Meta.jpg","burggrafburggraf-MirumEdition-Meta.jpg","Handtasche Meta MIRUM®, sattelbraun genarbt, gefertigt aus MIRUM®, Metalldetail aus Edelstahl."
"burggrafburggraf","","No","MIRUM® Edition, Kollektion minimalistischer Taschen und Accessoires gefertigt aus MIRUM®.","","https://artaurea.de/wp-content/uploads/2019/03/burggrafburggraf_Mirum-Edition_01-scaled.jpg","burggrafburggraf_Mirum-Edition_01-scaled.jpg","MIRUM® Edition, Kollektion minimalistischer Taschen und Accessoires gefertigt aus MIRUM®."
"burggrafburggraf","","No","Rucksack Como, navy. Portugiesischer Kork auf Gewebeträger, Innenseite aus Baumwolle, Magnetverschluss.","","https://artaurea.de/wp-content/uploads/2019/02/burggrafburggraf_Como_navy.jpg","burggrafburggraf_Como_navy.jpg","Rucksack Como, navy. Portugiesischer Kork auf Gewebeträger, Innenseite aus Baumwolle, Magnetverschluss."
"burggrafburggraf","","No","Rucksack Como, schwarz. Portugiesischer Kork auf Gewebeträger, Innenseite aus Baumwolle, Magnetverschluss.","","https://artaurea.de/wp-content/uploads/2019/02/burggrafburggraf_como_black.jpg","burggrafburggraf_como_black.jpg","Rucksack Como, schwarz. Portugiesischer Kork auf Gewebeträger, Innenseite aus Baumwolle, Magnetverschluss."
"burggrafburggraf","","No","Tasche Cala, graphitgrau. Portugiesischer Kork auf Gewebeträger, Innenseite aus Baumwolle.","","https://artaurea.de/wp-content/uploads/2019/02/burggrafburggraf_cala_graphitegrey.jpg","burggrafburggraf_cala_graphitegrey.jpg","Tasche Cala, graphitgrau. Portugiesischer Kork auf Gewebeträger, Innenseite aus Baumwolle."
"burggrafburggraf","","No","Tasche Cala und Clutch Uma, birkengrau. Portugiesischer Kork auf Gewebeträger, Innenseite aus Baumwolle.","","https://artaurea.de/wp-content/uploads/2019/03/burggrafburggraf_calauma_birchgrey-1.jpg","burggrafburggraf_calauma_birchgrey-1.jpg","Tasche Cala und Clutch Uma, birkengrau. Portugiesischer Kork auf Gewebeträger, Innenseite aus Baumwolle."
"burggrafburggraf","","No","Tasche Cala, navy, Detail. Portugiesischer Kork auf Gewebeträger, Innenseite aus Baumwolle.","","https://artaurea.de/wp-content/uploads/2019/02/burggrafburggraf_cala_navy_detail.jpg","burggrafburggraf_cala_navy_detail.jpg","Tasche Cala, navy, Detail. Portugiesischer Kork auf Gewebeträger, Innenseite aus Baumwolle."
"burggrafburggraf","","No","Tasche Como, Detail, birkengrau. Portugiesischer Kork auf Gewebeträger, Innenseite aus Baumwolle.","","https://artaurea.de/wp-content/uploads/2019/02/burggrafburggraf_como_birchgrey_detail.jpg","burggrafburggraf_como_birchgrey_detail.jpg","Tasche Como, Detail, birkengrau. Portugiesischer Kork auf Gewebeträger, Innenseite aus Baumwolle."
"burggrafburggraf","","No","Tasche Cala, hellgrau, Detail. Portugiesischer Kork auf Gewebeträger, Innenseite aus Baumwolle.","","https://artaurea.de/wp-content/uploads/2019/02/burggrafburggraf_cala_lightgrey_detail.jpg","burggrafburggraf_cala_lightgrey_detail.jpg","Tasche Cala, hellgrau, Detail. Portugiesischer Kork auf Gewebeträger, Innenseite aus Baumwolle."
"burggrafburggraf","","No","Tasche Reto, schwarz. Portugiesischer Kork auf Gewebeträger, Innenseite aus Baumwolle.","","https://artaurea.de/wp-content/uploads/2019/02/burggrafburggraf_reto_black_open.jpg","burggrafburggraf_reto_black_open.jpg","Tasche Reto, schwarz. Portugiesischer Kork auf Gewebeträger, Innenseite aus Baumwolle."
"burggrafburggraf","","No","Falt-Portemonnaie Ando, graphitgrau. Portugiesischer Kork auf Gewebeträger, Innenseite aus schwarzer Baumwolle.","","https://artaurea.de/wp-content/uploads/2019/02/burggrafburggraf_ando_graphitegrey.jpg","burggrafburggraf_ando_graphitegrey.jpg","Falt-Portemonnaie Ando, graphitgrau. Portugiesischer Kork auf Gewebeträger, Innenseite aus schwarzer Baumwolle."
"burggrafburggraf","","No","Falt-Portemonnaie Eve, birkengrau. Portugiesischer Kork auf Gewebeträger, Innenseite aus schwarzer Baumwolle.","","https://artaurea.de/wp-content/uploads/2019/02/burggrafburggraf_eve_birchgrey.jpg","burggrafburggraf_eve_birchgrey.jpg","Falt-Portemonnaie Eve, birkengrau. Portugiesischer Kork auf Gewebeträger, Innenseite aus schwarzer Baumwolle."
"Hans Coper","5Nnn2PqcEKG4dqRP9h3vvW","Yes","Kelchvase","","https://artaurea.de/wp-content/uploads/2014/01/hans-coper-kelchvase.jpg","hans-coper-kelchvase.jpg","Kelchvase. Glasiertes Steinzeug"
"Sarah Cossham","MnHq3gipaho0Iv07wkSphF","Yes","Ohrringe. Silber, Rubine.","","https://artaurea.de/wp-content/uploads/2020/10/Sarah-Cossham_Schmuckdesign_Ohrringe_Rubin_Art-Aurea-1.jpg","Sarah-Cossham_Schmuckdesign_Ohrringe_Rubin_Art-Aurea-1.jpg","Ohrringe. Silber, Rubine."
"Sarah Cossham","MnHq3gipaho0Iv07wkSphF","Yes","Gefäße.","","https://artaurea.de/wp-content/uploads/2020/10/Sarah-Cossham_Schmiedekunst_Gefaesse.jpg","Sarah-Cossham_Schmiedekunst_Gefaesse.jpg","Gefäße."
"Sarah Cossham","MnHq3gipaho0Iv07wkSphF","Yes","Becher. Silber.","","https://artaurea.de/wp-content/uploads/2020/10/Sarah-Cossham_Schmiedekunst_Becher-silber.jpg","Sarah-Cossham_Schmiedekunst_Becher-silber.jpg","Becher. Silber."
"Carl Dau","5Nnn2PqcEKG4dqRP9h3wIk","Yes","Ring sr-vi 1. Edelstahl","","https://artaurea.de/wp-content/uploads/2013/11/Carl-Dau_Ring_sr-vi-1.jpg","Carl-Dau_Ring_sr-vi-1.jpg","Ring sr-vi 1. Edelstahl"
"Carl Dau","5Nnn2PqcEKG4dqRP9h3wIk","Yes","Ketten sk-k. Gold 750, Edelstahl","","https://artaurea.de/wp-content/uploads/2013/11/Carl-Dau_Kette_sk-k-1-2.jpg","Carl-Dau_Kette_sk-k-1-2.jpg","Ketten sk-k. Gold 750, Edelstahl"
"Carl Dau","5Nnn2PqcEKG4dqRP9h3wIk","Yes","Ring sr-g 2. Gold 750","","https://artaurea.de/wp-content/uploads/2013/11/Carl-Dau_Ring_sr-g-2.jpg","Carl-Dau_Ring_sr-g-2.jpg","Ring sr-g 2. Gold 750"
"Carl Dau","5Nnn2PqcEKG4dqRP9h3wIk","Yes","Ketten sk-v. Gold 750, Edelstahl","","https://artaurea.de/wp-content/uploads/2013/11/Carl-Dau_Kette_sk-v-1-2.jpg","Carl-Dau_Kette_sk-v-1-2.jpg","Ketten sk-v. Gold 750, Edelstahl"
"Carl Dau","5Nnn2PqcEKG4dqRP9h3wIk","Yes","Miniatur 2a. Edelstahl, Lack,","2012","https://artaurea.de/wp-content/uploads/2013/11/carl-dau-miniatur-2a-1.jpg","carl-dau-miniatur-2a-1.jpg","Miniatur 2a. Edelstahl, Lack, 60 x 33 mm, 2012"
"Carl Dau","5Nnn2PqcEKG4dqRP9h3wIk","Yes","Miniatur 1a. Edelstahl, Lack,","2006","https://artaurea.de/wp-content/uploads/2013/11/carl-dau-miniatur-1a.jpg","carl-dau-miniatur-1a.jpg","Miniatur 1a. Edelstahl, Lack, 43 x 43 mm, 2006. MJC Winner 2013"
"Carl Dau","5Nnn2PqcEKG4dqRP9h3wIk","Yes","Miniatur 2. Edelstahl, Lack,","","https://artaurea.de/wp-content/uploads/2013/11/Carl-Dau_blaue-Miniatur.jpg","Carl-Dau_blaue-Miniatur.jpg","Miniatur 2. Edelstahl, Lack, 50 x 50 mm"
"Carl Dau","5Nnn2PqcEKG4dqRP9h3wIk","Yes","Manschettenknöpfe mk-g 1. Gold 750, Edelstahl, Silber 925","","https://artaurea.de/wp-content/uploads/2013/11/Carl-Dau_jewelry_Manschettenknoepfe_MK-G-1.jpg","Carl-Dau_jewelry_Manschettenknoepfe_MK-G-1.jpg","Manschettenknöpfe mk-g 1. Gold 750, Edelstahl, Silber 925"
"Carl Dau","5Nnn2PqcEKG4dqRP9h3wIk","Yes","Kette hsn-ff. Gold 750","","https://artaurea.de/wp-content/uploads/2013/11/Carl-Dau_hsn-ff.jpg","Carl-Dau_hsn-ff.jpg","Kette hsn-ff. Gold 750"
"Carl Dau","5Nnn2PqcEKG4dqRP9h3wIk","Yes","Ringe sr-a. Silber 925, Edelstahl, Titan","","https://artaurea.de/wp-content/uploads/2013/11/Carl-Dau_Ringe_sr-a.jpg","Carl-Dau_Ringe_sr-a.jpg","Ringe sr-a. Silber 925, Edelstahl, Titan"
"Carl Dau","5Nnn2PqcEKG4dqRP9h3wIk","Yes","Ringe sr-fs. Gold 750, Edelstahl","","https://artaurea.de/wp-content/uploads/2013/11/Carl-Dau_Ringe_sr-fs-12b-11bti.jpg","Carl-Dau_Ringe_sr-fs-12b-11bti.jpg","Ringe sr-fs. Gold 750, Edelstahl"
"Carl Dau","5Nnn2PqcEKG4dqRP9h3wIk","Yes","Ringe sr-l. Gold 750, Edelstahl","","https://artaurea.de/wp-content/uploads/2013/11/Carl-Dau_Ringe_sr-l-11-12.jpg","Carl-Dau_Ringe_sr-l-11-12.jpg","Ringe sr-l. Gold 750, Edelstahl"
"Carl Dau","5Nnn2PqcEKG4dqRP9h3wIk","Yes","Ringe sr-wa, Edelstahl, Gold 750","","https://artaurea.de/wp-content/uploads/2013/11/Carl-Dau_Ringe_sr-wa.jpg","Carl-Dau_Ringe_sr-wa.jpg","Ringe sr-wa, Edelstahl, Gold 750"
"Martina Dempf","hEWOpVV05Nk2Wkv6vItAm3","Yes","Symphonie, Collier und Brosche, 2017. Silber, Bergkristall, Moosachat, versteinertes Holz. Foto: Sebastian Ahlers.","2017","https://artaurea.de/wp-content/uploads/2015/12/Martina-Dempf_Collier_Brosche_foto-Sebastian-Ahlers.jpg","Martina-Dempf_Collier_Brosche_foto-Sebastian-Ahlers.jpg","Symphonie, Collier und Brosche, 2017. Silber, Bergkristall, Moosachat, versteinertes Holz. Foto: Sebastian Ahlers."
"Martina Dempf","hEWOpVV05Nk2Wkv6vItAm3","Yes","Ellipsen Armreife, 2018. Verschiedene Hölzer, Silber. Photo Sebastian Ahlers.","2018","https://artaurea.de/wp-content/uploads/2015/12/Martina-Dempf_Schmuck_Armreife.jpg","Martina-Dempf_Schmuck_Armreife.jpg","Ellipsen Armreife, 2018. Verschiedene Hölzer, Silber. Photo Sebastian Ahlers."
"Martina Dempf","hEWOpVV05Nk2Wkv6vItAm3","Yes","Armreifobjekt. Amboina Maserholz, Silber. Afrika.","","https://artaurea.de/wp-content/uploads/2015/12/07-A-Amboina-1b_bearbeitet.jpg","07-A-Amboina-1b_bearbeitet.jpg","Armreifobjekt. Amboina Maserholz, Silber. Afrika.
"
"Georg Dobler","hEWOpVV05Nk2Wkv6vItB3T","Yes","Brosche","","https://artaurea.de/wp-content/uploads/2014/05/georg-dobler-brosche-abstrakt.jpg","georg-dobler-brosche-abstrakt.jpg","Brosche"
"Georg Dobler","hEWOpVV05Nk2Wkv6vItB3T","Yes","Brosche","","https://artaurea.de/wp-content/uploads/2014/05/georg-dobler-brosche-gelb.jpg","georg-dobler-brosche-gelb.jpg","Brosche"
"Georg Dobler","hEWOpVV05Nk2Wkv6vItB3T","Yes","","","https://artaurea.de/wp-content/uploads/2014/05/georg-dobler-brosche-dunkel.jpg","georg-dobler-brosche-dunkel.jpg",""
"Georg Dobler","hEWOpVV05Nk2Wkv6vItB3T","Yes","Brosche","","https://artaurea.de/wp-content/uploads/2014/05/georg-dobler-brosche-orange.jpg","georg-dobler-brosche-orange.jpg","Brosche"
"Georg Dobler","hEWOpVV05Nk2Wkv6vItB3T","Yes","Brosche","","https://artaurea.de/wp-content/uploads/2014/05/georg-dobler-brosche.jpg","georg-dobler-brosche.jpg","Brosche"
"Babette von Dohnanyi","","No","Kette Template  2013. Olivenholz, Pigment, Acrylfarbe, Silber 925,","2013","https://artaurea.de/wp-content/uploads/2013/10/babette-von-dohnanyi-bracelet-template1.jpg","babette-von-dohnanyi-bracelet-template1.jpg","Kette Template  2013. Olivenholz, Pigment, Acrylfarbe, Silber 925, 23 × 23 × 0,45 cm."
"Susanne Elstner","5Nnn2PqcEKG4dqRP9h3xH8","Yes","Ring","","https://artaurea.de/wp-content/uploads/2015/11/Susanne-Elstner-Ring-Holzkohle-Silber-2.jpg","Susanne-Elstner-Ring-Holzkohle-Silber-2.jpg","Ring. Holzkohle, Silber."
"Sophia Epp","hEWOpVV05Nk2Wkv6vItE0N","Yes","Halsschmuck Kreise und Ohrringe Doppelkreis. Silber mit Spinell und Silber","","https://artaurea.de/wp-content/uploads/2013/11/sophia-epp-halsschmuck.jpg","sophia-epp-halsschmuck.jpg","Halsschmuck Kreise und Ohrringe Doppelkreis. Silber mit Spinell und Silber"
"Sophia Epp","hEWOpVV05Nk2Wkv6vItE0N","Yes","Ohrschmuck Lilie. Gold 900 und geschwärztes Silber. MJC Winner 2011","2011","https://artaurea.de/wp-content/uploads/2013/11/sophie-epp-ohrschmuck-lilie.jpg","sophie-epp-ohrschmuck-lilie.jpg","Ohrschmuck Lilie. Gold 900 und geschwärztes Silber. MJC Winner 2011"
"Sophia Epp","hEWOpVV05Nk2Wkv6vItE0N","Yes","Anhänger und Brosche. Silber mit Gold, montiert und Silber, montiert. Anhänger 6 cm lang. MJC Winner 2013","2013","https://artaurea.de/wp-content/uploads/2013/11/sophie-epp-anhaenger-brosche.jpg","sophie-epp-anhaenger-brosche.jpg","Anhänger und Brosche. Silber mit Gold, montiert und Silber, montiert. Anhänger 6 cm lang. MJC Winner 2013"
"Sophia Epp","hEWOpVV05Nk2Wkv6vItE0N","Yes","Halsschmuck 8er. Silber oxidiert","","https://artaurea.de/wp-content/uploads/2013/11/sophia-epp_Kette_04.jpg","sophia-epp_Kette_04.jpg","Halsschmuck 8er. Silber oxidiert"
"Renate Erlacher","5Nnn2PqcEKG4dqRP9h4fBC","Yes","Halsschmuck, 2020. Silber, Turmaline.","2020","https://artaurea.de/wp-content/uploads/2022/03/Renate-Erlacher_Schmuckdesign_Halsschmuck_1-1.jpg","Renate-Erlacher_Schmuckdesign_Halsschmuck_1-1.jpg","Halsschmuck, 2020. Silber, Turmaline."
"Renate Erlacher","5Nnn2PqcEKG4dqRP9h4fBC","Yes","Ring, 2018. Kupfer, Silber, Emaille.","2018","https://artaurea.de/wp-content/uploads/2022/03/Renate-Erlacher_Schmuckdesign_Ring-3-1.jpg","Renate-Erlacher_Schmuckdesign_Ring-3-1.jpg","Ring, 2018. Kupfer, Silber, Emaille."
"Renate Erlacher","5Nnn2PqcEKG4dqRP9h4fBC","Yes","Ring, 2018. Kupfer, Silber, Emaille.","2018","https://artaurea.de/wp-content/uploads/2022/03/Renate-Erlacher_Schmuckdesign_Ring-4-1.jpg","Renate-Erlacher_Schmuckdesign_Ring-4-1.jpg","Ring, 2018. Kupfer, Silber, Emaille."
"Renate Erlacher","5Nnn2PqcEKG4dqRP9h4fBC","Yes","Ring, 2018. Kupfer, Silber, Emaille.","2018","https://artaurea.de/wp-content/uploads/2022/03/Renate-Erlacher_Schmuckdesign_Brosche-2-1.jpg","Renate-Erlacher_Schmuckdesign_Brosche-2-1.jpg","Ring, 2018. Kupfer, Silber, Emaille."
"Renate Erlacher","5Nnn2PqcEKG4dqRP9h4fBC","Yes","Ohrringe, 2021. Gold 585, Rubine.","2021","https://artaurea.de/wp-content/uploads/2022/03/Renate-Erlacher_Schmuckdesign_Ohrringe_2-1.jpg","Renate-Erlacher_Schmuckdesign_Ohrringe_2-1.jpg","Ohrringe, 2021. Gold 585, Rubine."
"Renate Erlacher","5Nnn2PqcEKG4dqRP9h4fBC","Yes","Halsschmuck, 2021. Gold 585, Rubine, Kunzite.","2021","https://artaurea.de/wp-content/uploads/2022/03/Renate-Erlacher_Schmuckdesign_Halsschmuck_4-1.jpg","Renate-Erlacher_Schmuckdesign_Halsschmuck_4-1.jpg","Halsschmuck, 2021. Gold 585, Rubine, Kunzite."
"Renate Erlacher","5Nnn2PqcEKG4dqRP9h4fBC","Yes","Halsschmuck, 2021. Silber, Süßwasserperlen, Aquamarine.","2021","https://artaurea.de/wp-content/uploads/2022/03/Renate-Erlacher_Schmuckdesign_Halsschmuck_2-1.jpg","Renate-Erlacher_Schmuckdesign_Halsschmuck_2-1.jpg","Halsschmuck, 2021. Silber, Süßwasserperlen, Aquamarine."
"Renate Erlacher","5Nnn2PqcEKG4dqRP9h4fBC","Yes","Halsschmuck, 2021. Gold 585, Rubine, Kunzite.","2021","https://artaurea.de/wp-content/uploads/2022/03/Renate-Erlacher_Schmuckdesign_Halsschmuck_5-1.jpg","Renate-Erlacher_Schmuckdesign_Halsschmuck_5-1.jpg","Halsschmuck, 2021. Gold 585, Rubine, Kunzite."
"Renate Erlacher","5Nnn2PqcEKG4dqRP9h4fBC","Yes","Halsschmuck, 2020. Silber, Murano Glasperlen.","2020","https://artaurea.de/wp-content/uploads/2022/03/Renate-Erlacher_Schmuckdesign_Halsschmuck_3-1.jpg","Renate-Erlacher_Schmuckdesign_Halsschmuck_3-1.jpg","Halsschmuck, 2020. Silber, Murano Glasperlen."
"Renate Erlacher","5Nnn2PqcEKG4dqRP9h4fBC","Yes","Halsschmuck, 2019. Silber geschwärzt, Labradorit.","2019","https://artaurea.de/wp-content/uploads/2022/03/Renate-Erlacher_Schmuckdesign_Halsschmuck_7-1.jpg","Renate-Erlacher_Schmuckdesign_Halsschmuck_7-1.jpg","Halsschmuck, 2019. Silber geschwärzt, Labradorit."
"Renate Erlacher","5Nnn2PqcEKG4dqRP9h4fBC","Yes","Ring, 2019. Silber geschwärzt.","2019","https://artaurea.de/wp-content/uploads/2022/03/Renate-Erlacher_Schmuckdesign_Ring-1-1.jpg","Renate-Erlacher_Schmuckdesign_Ring-1-1.jpg","Ring, 2019. Silber geschwärzt."
"Renate Erlacher","5Nnn2PqcEKG4dqRP9h4fBC","Yes","Ohrringe, 2021. Silber, Süßwasserperlen.","2021","https://artaurea.de/wp-content/uploads/2022/03/Renate-Erlacher_Schmuckdesign_Ohrringe_1-1.jpg","Renate-Erlacher_Schmuckdesign_Ohrringe_1-1.jpg","Ohrringe, 2021. Silber, Süßwasserperlen."
